geneid,external_gene_name,entrezgene_id,pvalue.pef,pvalue.ref,pvalue.pef.ref,padj.pef,padj.ref,padj.pef.ref,l2fc.pef,l2fc.ref,l2fc.pef.ref,control_median,hfpef_median,hfref_median,z.pos.pef,z.pos.ref,description
ENSG00000237686,AL109615.3,,6.18441E-27,5.51605E-24,0.948509603,2.55155E-25,3.45664E-22,0.961170867,1.419486592,1.412055527,0.007431065,23.5,58,56.5,10.74606486,10.10014515,"novel transcript, antisense to C6orf223"
ENSG00000173744,AGFG1,3267,6.29576E-27,1.57132E-08,4.79115E-07,2.58945E-25,1.21933E-07,2.30534E-06,-0.396227117,-0.222038178,-0.174188939,1958,1517,1666.5,-10.74441825,-5.653588429,ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175]
ENSG00000122741,DCAF10,79269,6.55624E-27,3.0206E-11,0.000100421,2.68826E-25,3.56066E-10,0.000294242,-0.453462295,-0.298831216,-0.154631079,968,700,764.5,-10.74067627,-6.645563246,DDB1 and CUL4 associated factor 10 [Source:HGNC Symbol;Acc:HGNC:23686]
ENSG00000165072,MAMDC2,256691,6.60608E-27,6.98376E-19,0.172051068,2.70036E-25,2.3974E-17,0.230900051,-1.501920022,-1.322683157,-0.179236866,838,315,370.5,-10.73997709,-8.875152523,MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]
ENSG00000108395,TRIM37,4591,7.37109E-27,1.33458E-10,3.52927E-05,3.00383E-25,1.4184E-09,0.000113343,-0.45748961,-0.291675704,-0.165813907,1176,860,938.5,-10.72985602,-6.423177787,tripartite motif containing 37 [Source:HGNC Symbol;Acc:HGNC:7523]
ENSG00000136731,UGGT1,56886,7.45861E-27,0.000191517,5.29807E-13,3.0302E-25,0.000650218,8.89821E-12,-0.556979965,-0.206126522,-0.350853442,2219.5,1489,1832,-10.72876532,-3.729951003,UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]
ENSG00000186364,NUDT17,200035,7.7197E-27,4.64321E-06,2.02895E-10,3.12671E-25,2.23983E-05,1.95182E-09,0.898837364,0.414424288,0.484413075,54,100,66.5,10.72558507,4.580294839,nudix hydrolase 17 [Source:HGNC Symbol;Acc:HGNC:26618]
ENSG00000169410,PTPN9,5780,7.81335E-27,0.000544648,7.07681E-14,3.15503E-25,0.001649714,1.41089E-12,-0.464303174,-0.158695818,-0.305607355,473,352,410.5,-10.72447024,-3.457779146,protein tyrosine phosphatase non-receptor type 9 [Source:HGNC Symbol;Acc:HGNC:9661]
ENSG00000086544,ITPKC,80271,1.07262E-26,4.33064E-21,0.49902318,4.31811E-25,1.86189E-19,0.568569721,-0.734576526,-0.690712402,-0.043864124,591,354,330.5,-10.69513612,-9.424280614,inositol-trisphosphate 3-kinase C [Source:HGNC Symbol;Acc:HGNC:14897]
ENSG00000143207,COP1,64326,1.12067E-26,2.80143E-10,2.6733E-05,4.49792E-25,2.8046E-09,8.82846E-05,-0.386647544,-0.242946362,-0.143701182,648,483,527.5,-10.69107273,-6.309386915,COP1 E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:17440]
ENSG00000185022,MAFF,23764,1.29558E-26,0.793195918,1.18138E-31,5.16879E-25,0.85007531,6.53944E-29,-2.295262379,0.059603417,-2.354865796,215,59,187,-10.67761458,0.262162818,MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]
ENSG00000053254,FOXN3,1112,1.29775E-26,1.73404E-14,0.007394457,5.16879E-25,3.38774E-13,0.014161072,-0.691415408,-0.529146804,-0.162268604,6283,4038,4337.5,-10.67745901,-7.668954788,forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]
ENSG00000144747,TMF1,7110,1.29949E-26,0.146579066,1.75409E-22,5.16879E-25,0.22123414,1.83489E-20,-0.568183112,-0.082103167,-0.486079945,1193.5,860,1131,-10.67733453,-1.451721472,TATA element modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:11870]
ENSG00000102886,GDPD3,79153,1.4332E-26,2.76146E-05,1.4191E-11,5.6836E-25,0.000114429,1.72644E-10,1.589911607,0.672199224,0.917712383,25,96,40.5,10.66823686,4.192295612,glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]
ENSG00000111859,NEDD9,4739,1.5199E-26,0.000115638,2.38445E-12,6.00947E-25,0.000412853,3.42089E-11,-1.429204301,-0.550162267,-0.879042035,1813,654,1095.5,-10.66277728,-3.855193059,"neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]"
ENSG00000174780,SRP72,6731,1.60931E-26,5.86429E-05,1.02507E-11,6.34413E-25,0.000224387,1.29203E-10,-0.413376069,-0.165831782,-0.247544287,1438.5,1078,1294.5,-10.65746077,-4.018206264,signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]
ENSG00000044115,CTNNA1,1495,1.79132E-26,5.91485E-08,1.89876E-07,7.04075E-25,4.13138E-07,9.9233E-07,-0.449974376,-0.244110971,-0.205863404,15813,11266,12970.5,-10.64748874,-5.421356289,catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]
ENSG00000179348,GATA2,2624,1.86617E-26,2.38924E-16,0.043451683,7.31328E-25,5.96637E-15,0.068868482,-0.883332666,-0.72533206,-0.158000606,527,287,324.5,-10.64367685,-8.200733738,GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]
ENSG00000210196,MT-TP,,2.00713E-26,4.5193E-32,0.037871433,7.84255E-25,5.71799E-30,0.060895908,-2.155702505,-2.552378229,0.396675724,513.5,128,80.5,-10.63689214,-11.78765874,mitochondrially encoded tRNA-Pro (CCN) [Source:HGNC Symbol;Acc:HGNC:7494]
ENSG00000127533,F2RL3,9002,2.10935E-26,0.374257482,6.10449E-35,8.21782E-25,0.476885733,6.23831E-32,-3.760858289,0.327525772,-4.088384061,91,8,60.5,-10.63226111,0.888526733,F2R like thrombin or trypsin receptor 3 [Source:HGNC Symbol;Acc:HGNC:3540]
ENSG00000189221,MAOA,4128,2.55017E-26,4.37605E-12,0.00053797,9.90613E-25,5.92015E-11,0.001349751,-1.198339064,-0.832925996,-0.365413067,7303,3186,3975.5,-10.61455136,-6.924471721,monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833]
ENSG00000117500,TMED5,50999,2.77256E-26,4.59055E-05,2.10281E-11,1.07386E-24,0.000179739,2.47658E-10,-0.991114268,-0.405594204,-0.585520064,3140,1602,2338,-10.6067395,-4.075551161,transmembrane p24 trafficking protein 5 [Source:HGNC Symbol;Acc:HGNC:24251]
ENSG00000278730,AC005332.6,,2.88563E-26,4.77638E-05,2.17067E-11,1.11441E-24,0.000186411,2.54972E-10,-0.488773487,-0.199471799,-0.289301688,1559,1038,1238.5,-10.60300302,-4.066307856,novel transcript
ENSG00000116016,EPAS1,2034,3.01521E-26,1.00491E-23,0.913682089,1.16108E-24,6.18069E-22,0.932780032,-0.631901843,-0.637945866,0.006044023,16238.5,10016,9765.5,-10.59889509,-10.04115411,endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374]
ENSG00000095139,ARCN1,372,3.10547E-26,0.204705599,4.96086E-23,1.19238E-24,0.292357975,6.21746E-21,-0.378686334,-0.048244171,-0.330442163,3735.5,2842,3593.5,-10.59613609,-1.268258648,archain 1 [Source:HGNC Symbol;Acc:HGNC:649]
ENSG00000180304,OAZ2,4947,3.16939E-26,4.2222E-10,2.47929E-05,1.21341E-24,4.11533E-09,8.24258E-05,0.516612956,0.324670065,0.19194289,2298,3206,2774,10.59422986,6.245583862,ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096]
ENSG00000145833,DDX46,9879,3.66393E-26,4.85258E-12,0.000619782,1.39872E-24,6.5052E-11,0.001533583,-0.364433383,-0.253614657,-0.110818726,1648,1279,1294.5,-10.58065357,-6.909823192,DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681]
ENSG00000170917,NUDT6,11162,3.84831E-26,0.021567137,3.06169E-18,1.46489E-24,0.043150515,1.3788E-16,0.670393482,0.156374724,0.514018757,235,378,260.5,10.57605282,2.29790604,nudix hydrolase 6 [Source:HGNC Symbol;Acc:HGNC:8053]
ENSG00000146872,TLK2,11011,3.92613E-26,2.57163E-07,6.13589E-08,1.49025E-24,1.59199E-06,3.56429E-07,-0.392780882,-0.203705392,-0.18907549,1164.5,909,984.5,-10.57417621,-5.152407991,tousled like kinase 2 [Source:HGNC Symbol;Acc:HGNC:11842]
ENSG00000100271,TTLL1,25809,4.08672E-26,4.31951E-15,0.016269786,1.54678E-24,9.16829E-14,0.028712022,0.756751745,0.59918635,0.157565395,140,218,198.5,10.57041726,7.845290765,tubulin tyrosine ligase like 1 [Source:HGNC Symbol;Acc:HGNC:1312]
ENSG00000139921,TMX1,81542,4.44381E-26,1.09559E-12,0.001618607,1.67716E-24,1.63906E-11,0.003634139,-0.593341043,-0.425859915,-0.167481128,475,324,349,-10.56255864,-7.117931615,thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]
ENSG00000100796,PPP4R3A,55671,4.60696E-26,5.20606E-12,0.00062972,1.73381E-24,6.958E-11,0.001555565,-0.483532589,-0.336632625,-0.146899964,1732,1218,1333,-10.55917431,-6.899841453,protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219]
ENSG00000144524,COPS7B,64708,5.53976E-26,1.31197E-10,7.30205E-05,2.07898E-24,1.3966E-09,0.000220572,0.580068136,0.377416102,0.202652034,455.5,638,573,10.54185104,6.425777821,COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760]
ENSG00000153207,AHCTF1,25909,5.63632E-26,1.52804E-18,0.211393805,2.10925E-24,4.97549E-17,0.275303078,-0.614304728,-0.545956079,-0.068348649,1724,1134,1147.5,-10.54022622,-8.787589036,AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]
ENSG00000187922,LCN10,414332,5.71534E-26,2.73966E-32,0.021745545,2.13282E-24,3.56827E-30,0.037202339,-3.06617423,-3.708976156,0.642801926,173.5,17,8,-10.53891674,-11.82974705,lipocalin 10 [Source:HGNC Symbol;Acc:HGNC:20892]
ENSG00000137076,TLN1,7094,7.39216E-26,0.063873993,6.55219E-20,2.75084E-24,0.109421792,4.14504E-18,-0.548700449,-0.103018043,-0.445682406,14234.5,10209,13847.5,-10.5146924,-1.853058367,talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]
ENSG00000132561,MATN2,4147,7.99861E-26,4.8734E-16,0.045997996,2.9682E-24,1.16865E-14,0.07238609,1.519457102,1.250300899,0.269156203,501.5,1443,1134.5,10.50725705,8.114611766,matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]
ENSG00000181666,ZNF875,284459,8.31002E-26,0.001231573,4.14166E-14,3.07517E-24,0.003430074,8.73364E-13,0.485377387,0.159482237,0.32589515,1016,1485,1132.5,10.50365357,3.231465161,zinc finger protein 875 [Source:HGNC Symbol;Acc:HGNC:4928]
ENSG00000235750,KIAA0040,9674,8.53264E-26,1.48763E-19,0.36015454,3.14878E-24,5.5671E-18,0.432452374,-1.08730399,-0.998377353,-0.088926637,1081,487,511,-10.50115853,-9.045660251,KIAA0040 [Source:HGNC Symbol;Acc:HGNC:28950]
ENSG00000213316,LTC4S,4056,8.84902E-26,1.67076E-06,2.84735E-09,3.25649E-24,8.8325E-06,2.18653E-08,1.175529487,0.579484692,0.596044795,24.5,60,39,10.49772155,4.789645523,leukotriene C4 synthase [Source:HGNC Symbol;Acc:HGNC:6719]
ENSG00000129009,ISLR,3671,8.9932E-26,4.44879E-28,0.196664373,3.30041E-24,4.19164E-26,0.258681801,1.499507639,1.670705557,-0.171197918,179.5,549,562,10.49619549,10.98628168,immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133]
ENSG00000174953,DHX36,170506,9.20801E-26,0.009997275,1.2866E-16,3.36993E-24,0.022087776,4.4628E-15,-0.413748439,-0.108018594,-0.305729845,1644.5,1196,1453.5,-10.49396618,-2.575923543,DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]
ENSG00000176641,RNF152,220441,9.25521E-26,4.29543E-07,4.89521E-08,3.3779E-24,2.55379E-06,2.90455E-07,-1.035080208,-0.530646903,-0.504433305,763,401,590.5,-10.49348328,-5.055376292,ring finger protein 152 [Source:HGNC Symbol;Acc:HGNC:26811]
ENSG00000073712,FERMT2,10979,9.3845E-26,1.85903E-05,2.3257E-10,3.4157E-24,7.92592E-05,2.21484E-09,-0.431648465,-0.187587241,-0.244061224,3917,2897,3342,-10.49217287,-4.281182689,fermitin family member 2 [Source:HGNC Symbol;Acc:HGNC:15767]
ENSG00000184584,STING1,340061,9.4109E-26,2.4908E-06,4.56892E-09,3.41595E-24,1.27172E-05,3.35163E-08,0.73569537,0.352189962,0.383505408,875.5,1464,1142,10.49190755,4.708881445,stimulator of interferon response cGAMP interactor 1 [Source:HGNC Symbol;Acc:HGNC:27962]
ENSG00000090060,PAPOLA,10914,1.03651E-25,7.78493E-08,3.64036E-07,3.75206E-24,5.32832E-07,1.79852E-06,-0.531351093,-0.290079335,-0.241271758,4635.5,3432,3942.5,-10.48278005,-5.372043586,poly(A) polymerase alpha [Source:HGNC Symbol;Acc:HGNC:14981]
ENSG00000213064,SFT2D2,375035,1.05056E-25,1.05392E-07,2.89432E-07,3.79259E-24,7.02875E-07,1.45869E-06,-0.474612094,-0.25623961,-0.218372484,940.5,726,793,-10.4815068,-5.317173548,SFT2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25140]
ENSG00000164078,MST1R,4486,1.07576E-25,5.73097E-09,2.49837E-06,3.87304E-24,4.71138E-08,1.02663E-05,1.564241349,0.931179519,0.63306183,26.5,78,43,10.47926525,5.824424727,macrophage stimulating 1 receptor [Source:HGNC Symbol;Acc:HGNC:7381]
ENSG00000142973,CYP4B1,1580,1.0807E-25,1.35001E-46,2.60721E-07,3.88031E-24,5.60463E-44,1.32606E-06,-2.698519045,-3.946099144,1.247580099,1217.5,211,63,-10.47883184,-14.333569,cytochrome P450 family 4 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2644]
ENSG00000100246,DNAL4,10126,1.12061E-25,4.57046E-10,3.33512E-05,4.01277E-24,4.42555E-09,0.000107777,0.559111791,0.356721897,0.202389894,137.5,196,170.5,10.47540121,6.233185055,dynein axonemal light chain 4 [Source:HGNC Symbol;Acc:HGNC:2955]
ENSG00000157227,MMP14,4323,1.1563E-25,0.084079718,2.82151E-20,4.12943E-24,0.138139878,1.93215E-18,-0.866110143,-0.151867216,-0.714242927,956.5,509,828.5,-10.47243456,-1.727489898,matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]
ENSG00000130779,CLIP1,6249,1.23127E-25,0.000181282,4.32957E-12,4.38536E-24,0.000617839,5.88724E-11,-0.5967154,-0.227335152,-0.369380248,4677.5,3109,3853,-10.46648788,-3.743766035,CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]
ENSG00000130037,KCNA5,3741,1.3664E-25,1.46508E-08,1.80767E-06,4.85366E-24,1.14089E-07,7.67493E-06,1.845806552,1.067282653,0.778523899,58,201,119.5,10.45662211,5.665603576,potassium voltage-gated channel subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:6224]
ENSG00000149016,TUT1,64852,1.54858E-25,3.3614E-13,0.003358679,5.48609E-24,5.41287E-12,0.006990451,0.635223666,0.473435353,0.161788313,106.5,151,130,10.44475317,7.279065769,"terminal uridylyl transferase 1, U6 snRNA-specific [Source:HGNC Symbol;Acc:HGNC:26184]"
ENSG00000232859,LYRM9,201229,1.63623E-25,9.60447E-06,7.11439E-10,5.7812E-24,4.34641E-05,6.15793E-09,0.950151668,0.431550956,0.518600713,123.5,223,151.5,10.43952748,4.425891688,LYR motif containing 9 [Source:HGNC Symbol;Acc:HGNC:27314]
ENSG00000143153,ATP1B1,481,1.67949E-25,2.25175E-21,0.731348325,5.9183E-24,1.00384E-19,0.780649405,-0.650620887,-0.630601291,-0.020019596,11005,6981,6622,-10.43705012,-9.49267747,ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]
ENSG00000124120,TTPAL,79183,1.9334E-25,1.03462E-11,0.000806446,6.79503E-24,1.31782E-10,0.001946872,-0.656608631,-0.455908703,-0.200699928,277,175,198.5,-10.42367266,-6.801602698,alpha tocopherol transfer protein like [Source:HGNC Symbol;Acc:HGNC:16114]
ENSG00000135392,DNAJC14,85406,2.09557E-25,3.69499E-06,6.11887E-09,7.34556E-24,1.82348E-05,4.36335E-08,-0.383153401,-0.180805346,-0.202348055,493,378,419.5,-10.41601186,-4.627840004,DnaJ heat shock protein family (Hsp40) member C14 [Source:HGNC Symbol;Acc:HGNC:24581]
ENSG00000130338,TULP4,56995,2.10471E-25,0.07589668,9.2171E-20,7.35819E-24,0.126576527,5.72193E-18,-0.625943135,-0.113133709,-0.512809426,599,371,506.5,-10.41559773,-1.775007314,TUB like protein 4 [Source:HGNC Symbol;Acc:HGNC:15530]
ENSG00000112562,SMOC2,64094,2.30155E-25,3.27975E-60,4.89742E-14,8.02521E-24,3.35166E-57,1.01185E-12,1.219972398,2.042127684,-0.822155285,560.5,1239,1939,10.40708779,16.36719694,SPARC related modular calcium binding 2 [Source:HGNC Symbol;Acc:HGNC:20323]
ENSG00000105707,HPN,3249,2.42405E-25,0.008309961,3.27594E-16,8.43024E-24,0.018762379,1.04117E-14,1.452387381,0.395566631,1.05682075,59.5,176,83,10.40214842,2.639209482,hepsin [Source:HGNC Symbol;Acc:HGNC:5155]
ENSG00000182481,KPNA2,3838,2.6432E-25,0.011288775,2.04134E-16,9.16838E-24,0.02455729,6.88306E-15,-0.893519455,-0.231389172,-0.662130283,638,364,565,-10.3938997,-2.533630346,karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]
ENSG00000163811,WDR43,23160,2.65607E-25,0.001939365,4.26195E-14,9.18904E-24,0.005140555,8.94472E-13,-0.469225504,-0.148477977,-0.320747527,596.5,421,517.5,-10.39343649,-3.099364151,WD repeat domain 43 [Source:HGNC Symbol;Acc:HGNC:28945]
ENSG00000176293,ZNF135,7694,2.69364E-25,6.56207E-06,1.74245E-09,9.29479E-24,3.0772E-05,1.40294E-08,0.836848041,0.389107651,0.44774039,117,225,155,10.39209736,4.507419869,zinc finger protein 135 [Source:HGNC Symbol;Acc:HGNC:12919]
ENSG00000196396,PTPN1,5770,2.7549E-25,0.001451889,7.56286E-14,9.48155E-24,0.003980963,1.49513E-12,-0.629710603,-0.205383269,-0.424327334,1652.5,1139,1455,-10.38995274,-3.184131712,protein tyrosine phosphatase non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]
ENSG00000133703,KRAS,3845,3.13133E-25,0.000200737,7.42299E-12,1.07408E-23,0.000677393,9.66808E-11,-0.601912914,-0.229344227,-0.372568687,974.5,648,816,-10.37772961,-3.718087202,"KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]"
ENSG00000064201,TSPAN32,10077,3.14061E-25,1.03204E-06,2.87933E-08,1.07408E-23,5.66557E-06,1.78082E-07,1.291149306,0.648526182,0.642623124,220.5,533,331,10.37744715,4.885428393,tetraspanin 32 [Source:HGNC Symbol;Acc:HGNC:13410]
ENSG00000119922,IFIT2,3433,3.14502E-25,4.17467E-15,0.030100945,1.07408E-23,8.91647E-14,0.049546654,1.350763559,1.088665236,0.262098323,174,446,392.5,10.37731313,7.849569834,interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409]
ENSG00000105127,AKAP8,10270,3.25213E-25,2.97824E-24,0.615262505,1.10781E-23,1.94906E-22,0.676076292,-0.531129134,-0.555404777,0.024275643,921.5,658,599,-10.37411458,-10.16040905,A-kinase anchoring protein 8 [Source:HGNC Symbol;Acc:HGNC:378]
ENSG00000084090,STARD7,56910,3.56221E-25,3.60546E-11,0.000397314,1.21033E-23,4.18328E-10,0.001025116,-0.715403337,-0.486784346,-0.228618991,9140,5843,6234,-10.36541185,-6.619446423,StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]
ENSG00000183354,KIAA2026,158358,3.61863E-25,4.76718E-07,9.55333E-08,1.22637E-23,2.80354E-06,5.33261E-07,-0.661403644,-0.342020763,-0.319382881,1067,672,794,-10.36390926,-5.035453964,KIAA2026 [Source:HGNC Symbol;Acc:HGNC:23378]
ENSG00000118263,KLF7,8609,3.69722E-25,0.000177218,1.05171E-11,1.24981E-23,0.000605697,1.32185E-10,-0.616191675,-0.237211102,-0.378980573,1123,750,921.5,-10.36185477,-3.749456629,Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]
ENSG00000165698,SPACA9,11092,3.78897E-25,9.37675E-11,0.000182582,1.27757E-23,1.02479E-09,0.000507661,1.073221896,0.716373903,0.356847993,94,191,150,10.35951036,6.476672422,sperm acrosome associated 9 [Source:HGNC Symbol;Acc:HGNC:1367]
ENSG00000184867,ARMCX2,9823,4.01062E-25,3.40463E-23,0.820075834,1.34889E-23,1.94122E-21,0.856367509,0.684205397,0.698181631,-0.013976235,682.5,1117,1063.5,10.35407076,9.920086019,armadillo repeat containing X-linked 2 [Source:HGNC Symbol;Acc:HGNC:16869]
ENSG00000025796,SEC63,11231,4.04552E-25,0.013905728,1.47158E-16,1.35719E-23,0.029510798,5.06475E-15,-0.348918674,-0.088207335,-0.260711339,2416.5,1820,2173.5,-10.35324159,-2.459689455,"SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]"
ENSG00000137274,BPHL,670,4.1922E-25,9.96691E-08,5.26514E-07,1.40285E-23,6.67728E-07,2.50977E-06,0.800224385,0.439798403,0.360425982,317,525,382,10.34983227,5.327326141,biphenyl hydrolase like [Source:HGNC Symbol;Acc:HGNC:1094]
ENSG00000124766,SOX4,6659,4.47443E-25,2.18218E-18,0.267900343,1.49354E-23,6.96883E-17,0.336649268,1.236884972,1.114079777,0.122805195,185.5,438,362,10.34359236,8.747454922,SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]
ENSG00000129244,ATP1B2,482,5.07712E-25,3.32131E-20,0.564344135,1.69047E-23,1.2976E-18,0.630026204,1.029058546,0.976229502,0.052829043,135.5,256,250,10.33147976,9.208041098,ATPase Na+/K+ transporting subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:805]
ENSG00000142910,TINAGL1,64129,5.15976E-25,1.59377E-16,0.100005487,1.71368E-23,4.07181E-15,0.143800508,-0.641580923,-0.545980078,-0.095600845,5649,3465,3728,-10.3299312,-8.249261355,tubulointerstitial nephritis antigen like 1 [Source:HGNC Symbol;Acc:HGNC:19168]
ENSG00000118454,ANKRD13C,81573,5.432E-25,4.26243E-08,2.04697E-06,1.7996E-23,3.06586E-07,8.58124E-06,-0.40104114,-0.226350558,-0.174690582,476,379,411,-10.3249979,-5.479618868,ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:HGNC:25374]
ENSG00000164972,C9orf24,84688,5.73879E-25,3.26667E-11,0.000411926,1.89651E-23,3.82696E-10,0.001058499,1.040948963,0.714723578,0.326225385,72,147,120.5,10.319724,6.634019214,chromosome 9 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:19919]
ENSG00000137959,IFI44L,10964,5.82068E-25,9.25876E-20,0.500254866,1.9188E-23,3.48449E-18,0.569875313,1.756136491,1.649282068,0.106854423,232,854,755.5,10.31836338,9.097320785,interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]
ENSG00000163428,LRRC58,116064,6.32631E-25,1.83566E-12,0.002830124,2.08032E-23,2.63071E-11,0.0059927,-0.641942166,-0.467403528,-0.174538638,1111.5,740,789,-10.31036121,-7.0464305,leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]
ENSG00000271971,AC120053.1,,6.62124E-25,8.56188E-05,2.37814E-11,2.17193E-23,0.000315782,2.75446E-10,1.327969082,0.546707109,0.781261974,24.5,67,37.5,10.30598133,3.928102302,"novel transcript, antisense to FAM92A1"
ENSG00000111684,LPCAT3,10162,6.98507E-25,2.97022E-21,0.822314781,2.28563E-23,1.30229E-19,0.858570565,-0.859606898,-0.842021725,-0.017585173,1430,744,748.5,-10.30083724,-9.463774833,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]
ENSG00000138867,GUCD1,83606,7.14234E-25,2.12084E-21,0.851396837,2.33135E-23,9.48705E-20,0.883173809,-0.689627696,-0.677888299,-0.011739397,5773.5,3589,3426,-10.29869524,-9.498917073,guanylyl cyclase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14237]
ENSG00000158445,KCNB1,3745,7.2838E-25,2.05891E-30,0.037656187,2.3717E-23,2.27939E-28,0.060586466,-1.383901575,-1.649214319,0.265312745,332.5,120,95,-10.2968083,-11.46151084,potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]
ENSG00000184005,ST6GALNAC3,256435,7.57501E-25,2.50374E-35,0.001592254,2.46049E-23,4.26438E-33,0.003580415,-1.064238856,-1.374877571,0.310638715,354.5,178,129.5,-10.29303537,-12.40342947,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:19343]"
ENSG00000134201,GSTM5,2949,8.73091E-25,2.29369E-13,0.006160329,2.82903E-23,3.78531E-12,0.012012325,2.023516213,1.536812052,0.486704161,20,84,52,10.27935593,7.330456878,glutathione S-transferase mu 5 [Source:HGNC Symbol;Acc:HGNC:4637]
ENSG00000120438,TCP1,6950,8.97874E-25,6.59719E-12,0.001582205,2.90225E-23,8.63485E-11,0.003562644,-0.312249915,-0.222321906,-0.089928009,4473.5,3659,3994,-10.27665772,-6.866119241,t-complex 1 [Source:HGNC Symbol;Acc:HGNC:11655]
ENSG00000132530,XAF1,54739,9.3057E-25,4.90573E-09,1.51834E-05,3.00064E-23,4.0835E-08,5.27626E-05,1.46251526,0.887642414,0.574872846,534,1819,1042.5,10.27320876,5.850338803,XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]
ENSG00000267534,S1PR2,9294,1.00711E-24,0.00580087,5.77181E-15,3.23958E-23,0.01363733,1.48933E-13,-1.37746361,-0.389491873,-0.987971736,131,50,91.5,-10.26558277,-2.758830037,sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:HGNC:3169]
ENSG00000277449,CEBPB-AS1,,1.0217E-24,4.19354E-23,0.787156266,3.27856E-23,2.33101E-21,0.828306613,1.27326368,1.303468585,-0.030204905,45.5,112,102.5,10.2641949,9.899262919,CEBPB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51226]
ENSG00000165887,ANKRD2,26287,1.02654E-24,8.89502E-09,9.65025E-06,3.28617E-23,7.11013E-08,3.50092E-05,-3.066566058,-1.83054553,-1.236020528,8976.5,903,1926.5,-10.26373818,-5.750556404,ankyrin repeat domain 2 [Source:HGNC Symbol;Acc:HGNC:495]
ENSG00000141905,NFIC,4782,1.04989E-24,0.000130802,3.72167E-11,3.35284E-23,0.000462526,4.13398E-10,-0.557885647,-0.221509152,-0.336376495,5603.5,3987,4802,-10.26156684,-3.824942804,nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]
